policy_id,customer_id,policy_type,premium_amount,start_date,end_date,status,channel
P00370,C0228,Travel,1350000,2022-04-03,2023-04-03,Lapsed,Digital
P00371,C0085,Property,5650000,2022-12-11,2023-12-11,Lapsed,Direct
P00372,C0088,Health,5300000,2022-09-26,2023-09-26,Lapsed,Direct
P00373,C0781,Property,12500000,2022-05-14,2023-05-14,Active,Broker
P00374,C0668,Travel,800000,2023-02-09,2024-02-09,Expired,Bancassurance
P00375,C0537,Travel,1400000,2024-01-24,2025-01-23,Active,Bancassurance
P00376,C0332,Health,3600000,2023-03-17,2024-03-16,Expired,Agency
P00377,C0375,Health,6050000,2023-03-10,2024-03-09,Active,Bancassurance
P00378,C0025,Motor,2700000,2023-11-03,2024-11-02,Active,Bancassurance
P00379,C0453,Motor,3650000,2024-04-02,2025-04-02,Expired,Bancassurance
P00380,C0240,Property,4500000,2024-04-17,2025-04-17,Active,Digital
P00381,C0088,Life,8300000,2024-05-23,2025-05-23,Active,Agency
P00382,C0890,Life,9650000,2022-06-01,2023-06-01,Active,Agency
P00383,C0313,Motor,3950000,2022-04-24,2023-04-24,Lapsed,Broker
P00384,C0551,Health,4000000,2024-01-28,2025-01-27,Active,Bancassurance
P00385,C0562,Travel,1300000,2022-09-22,2023-09-22,Lapsed,Direct
P00386,C0019,Life,7850000,2023-11-16,2024-11-15,Lapsed,Direct
P00387,C0062,Travel,550000,2022-06-24,2023-06-24,Active,Bancassurance
P00388,C0671,Travel,900000,2023-04-22,2024-04-21,Active,Agency
P00389,C0873,Property,11250000,2023-11-10,2024-11-09,Active,Agency
P00390,C0665,Health,3750000,2024-06-23,2025-06-23,Lapsed,Bancassurance
P00391,C0102,Property,9600000,2023-12-28,2024-12-27,Active,Broker
P00392,C0204,Travel,1300000,2022-07-10,2023-07-10,Expired,Broker
P00393,C0041,Travel,1900000,2022-01-23,2023-01-23,Active,Direct
P00394,C0763,Motor,2650000,2023-02-07,2024-02-07,Active,Agency
P00395,C0641,Motor,3900000,2022-12-30,2023-12-30,Active,Bancassurance
P00396,C0641,Travel,900000,2022-03-05,2023-03-05,Active,Broker
P00397,C0231,Health,7650000,2022-10-14,2023-10-14,Active,Digital
P00398,C0748,Property,11250000,2022-03-31,2023-03-31,Lapsed,Direct
P00399,C0233,Travel,1800000,2023-12-04,2024-12-03,Lapsed,Bancassurance
P00400,C0932,Travel,750000,2022-11-16,2023-11-16,Expired,Digital
P00401,C0669,Property,9950000,2022-07-31,2023-07-31,Active,Direct
P00402,C0884,Travel,1550000,2022-07-27,2023-07-27,Active,Digital
P00403,C0931,Travel,1850000,2023-03-17,2024-03-16,Active,Direct
P00404,C0546,Life,5200000,2023-07-25,2024-07-24,Active,Bancassurance
P00405,C0745,Motor,4450000,2022-05-30,2023-05-30,Active,Digital
P00406,C0454,Property,14550000,2022-11-07,2023-11-07,Active,Bancassurance
P00407,C0027,Life,3750000,2022-07-09,2023-07-09,Expired,Direct
P00408,C0237,Motor,3600000,2023-09-20,2024-09-19,Expired,Bancassurance
P00409,C0082,Life,7800000,2023-01-03,2024-01-03,Lapsed,Bancassurance
P00410,C0730,Travel,1750000,2023-04-26,2024-04-25,Active,Bancassurance
P00411,C0168,Property,9400000,2022-05-21,2023-05-21,Active,Bancassurance
P00412,C0948,Health,4450000,2022-01-16,2023-01-16,Active,Broker
P00413,C0776,Life,8200000,2022-07-27,2023-07-27,Active,Agency
P00414,C0888,Life,9500000,2023-03-26,2024-03-25,Expired,Broker
P00415,C0253,Motor,4550000,2024-06-27,2025-06-27,Lapsed,Broker
P00416,C0390,Health,5650000,2024-04-24,2025-04-24,Active,Broker
P00417,C0609,Travel,1900000,2023-08-09,2024-08-08,Expired,Direct
P00418,C0468,Health,5100000,2023-04-08,2024-04-07,Active,Bancassurance
P00419,C0041,Travel,1300000,2024-01-23,2025-01-22,Expired,Broker
P00420,C0195,Travel,1650000,2022-02-20,2023-02-20,Active,Broker
P00421,C0848,Property,13750000,2024-03-03,2025-03-03,Active,Broker
P00422,C0942,Life,5950000,2023-09-20,2024-09-19,Active,Direct
P00423,C0463,Life,6250000,2023-10-24,2024-10-23,Active,Direct
P00424,C0961,Health,3100000,2023-08-23,2024-08-22,Expired,Bancassurance
P00425,C0026,Property,8550000,2023-04-07,2024-04-06,Active,Broker
P00426,C0904,Travel,1850000,2022-07-26,2023-07-26,Lapsed,Agency
P00427,C0929,Motor,2650000,2023-10-27,2024-10-26,Active,Agency
P00428,C0650,Health,2700000,2023-04-06,2024-04-05,Active,Agency
P00429,C0811,Travel,1550000,2024-01-15,2025-01-14,Expired,Direct
P00430,C0045,Life,5650000,2023-01-25,2024-01-25,Active,Digital
P00431,C0154,Travel,1800000,2024-06-02,2025-06-02,Active,Bancassurance
P00432,C0430,Life,8400000,2022-02-22,2023-02-22,Active,Digital
P00433,C0121,Property,7200000,2022-07-05,2023-07-05,Active,Bancassurance
P00434,C0013,Health,5750000,2022-09-17,2023-09-17,Lapsed,Broker
P00435,C0623,Property,10000000,2022-01-06,2023-01-06,Lapsed,Bancassurance
P00436,C0465,Life,7100000,2023-05-03,2024-05-02,Lapsed,Broker
P00437,C0251,Health,5600000,2022-01-07,2023-01-07,Expired,Digital
P00438,C0846,Travel,1450000,2024-04-19,2025-04-19,Active,Agency
P00439,C0358,Life,4050000,2023-10-31,2024-10-30,Active,Bancassurance
P00440,C0618,Health,6000000,2024-05-08,2025-05-08,Active,Digital
P00441,C0183,Health,2300000,2023-03-03,2024-03-02,Active,Digital
P00442,C0610,Travel,1500000,2023-12-18,2024-12-17,Expired,Direct
P00443,C0593,Life,9750000,2024-02-07,2025-02-06,Active,Agency
P00444,C0378,Health,6600000,2022-11-27,2023-11-27,Lapsed,Agency
P00445,C0300,Property,13300000,2022-03-08,2023-03-08,Lapsed,Bancassurance
P00446,C0338,Health,6150000,2022-10-09,2023-10-09,Expired,Broker
P00447,C0627,Travel,800000,2022-08-03,2023-08-03,Active,Agency
P00448,C0542,Travel,1600000,2023-10-07,2024-10-06,Active,Broker
P00449,C0295,Travel,1900000,2023-12-25,2024-12-24,Lapsed,Direct
P00450,C0639,Motor,2400000,2023-08-12,2024-08-11,Active,Bancassurance
P00451,C0747,Travel,1350000,2023-06-17,2024-06-16,Lapsed,Broker
P00452,C0726,Life,9200000,2022-08-27,2023-08-27,Active,Bancassurance
P00453,C0641,Health,2700000,2023-04-22,2024-04-21,Active,Bancassurance
P00454,C0047,Travel,2000000,2023-02-28,2024-02-28,Active,Digital
P00455,C0012,Travel,1700000,2022-08-06,2023-08-06,Active,Digital
P00456,C0308,Motor,4250000,2022-11-12,2023-11-12,Expired,Direct
P00457,C0703,Motor,4200000,2022-04-27,2023-04-27,Active,Digital
P00458,C0984,Property,11950000,2023-09-23,2024-09-22,Active,Bancassurance
P00459,C0945,Life,5300000,2022-12-13,2023-12-13,Lapsed,Broker
P00460,C0160,Health,5850000,2023-05-09,2024-05-08,Lapsed,Direct
P00461,C0424,Motor,3100000,2024-04-13,2025-04-13,Active,Direct
P00462,C0324,Motor,3500000,2023-11-26,2024-11-25,Expired,Direct
P00463,C0340,Health,3250000,2023-12-03,2024-12-02,Active,Agency
P00464,C0348,Life,4950000,2022-02-01,2023-02-01,Lapsed,Direct
P00465,C0192,Life,7000000,2023-02-03,2024-02-03,Expired,Agency
P00466,C0727,Motor,3950000,2022-11-19,2023-11-19,Active,Digital
P00467,C0244,Property,4950000,2024-06-17,2025-06-17,Active,Broker
P00468,C0180,Motor,2250000,2022-11-06,2023-11-06,Active,Digital
P00469,C0455,Health,6650000,2022-04-05,2023-04-05,Expired,Agency
P00470,C0195,Property,13950000,2022-06-07,2023-06-07,Active,Broker
P00471,C0147,Travel,950000,2022-12-02,2023-12-02,Active,Direct
P00472,C0471,Life,4450000,2022-02-07,2023-02-07,Lapsed,Direct
P00473,C0704,Health,2000000,2022-02-15,2023-02-15,Expired,Agency
P00474,C0106,Motor,3150000,2022-02-17,2023-02-17,Expired,Digital
P00475,C0655,Health,5450000,2022-11-16,2023-11-16,Active,Digital
P00476,C0546,Life,4350000,2022-10-11,2023-10-11,Active,Broker
P00477,C0281,Health,3650000,2022-06-11,2023-06-11,Active,Agency
P00478,C0212,Travel,1350000,2022-04-15,2023-04-15,Expired,Digital
P00479,C0966,Travel,1000000,2022-05-25,2023-05-25,Active,Direct
P00480,C0628,Life,4200000,2022-11-15,2023-11-15,Active,Direct
P00481,C0483,Property,4550000,2022-01-30,2023-01-30,Active,Agency
P00482,C0402,Property,4600000,2023-03-13,2024-03-12,Active,Direct
P00483,C0717,Travel,1450000,2023-12-08,2024-12-07,Lapsed,Direct
P00484,C0203,Motor,2600000,2024-04-17,2025-04-17,Expired,Agency
P00485,C0833,Property,10250000,2022-04-06,2023-04-06,Lapsed,Agency
P00486,C0728,Property,7400000,2023-10-22,2024-10-21,Lapsed,Broker
P00487,C0882,Life,9650000,2022-05-28,2023-05-28,Expired,Digital
P00488,C0940,Motor,2850000,2023-12-18,2024-12-17,Active,Digital
P00489,C0487,Property,9350000,2022-03-08,2023-03-08,Active,Digital
P00490,C0290,Property,9050000,2022-06-24,2023-06-24,Active,Direct
P00491,C0416,Travel,700000,2022-04-16,2023-04-16,Active,Digital
P00492,C0310,Travel,1450000,2024-03-22,2025-03-22,Expired,Broker
P00493,C0636,Property,10500000,2022-09-02,2023-09-02,Active,Direct
P00494,C0068,Life,9800000,2023-01-29,2024-01-29,Active,Bancassurance
P00495,C0581,Travel,1150000,2023-03-22,2024-03-21,Active,Direct
P00496,C0080,Life,4200000,2023-11-17,2024-11-16,Expired,Broker
P00497,C0334,Health,5550000,2023-04-20,2024-04-19,Expired,Agency
P00498,C0072,Property,5950000,2023-02-20,2024-02-20,Expired,Agency
P00499,C0336,Travel,1650000,2023-01-24,2024-01-24,Lapsed,Agency
P00500,C0909,Health,3300000,2022-05-23,2023-05-23,Expired,Agency
P00501,C0545,Life,7650000,2023-04-09,2024-04-08,Active,Broker
P00502,C0211,Travel,1350000,2022-07-20,2023-07-20,Active,Digital
P00503,C0312,Travel,1700000,2023-11-27,2024-11-26,Lapsed,Digital
P00504,C0523,Health,5500000,2023-09-19,2024-09-18,Lapsed,Bancassurance
P00505,C0992,Motor,1700000,2023-07-17,2024-07-16,Active,Agency
P00506,C0113,Travel,1750000,2023-01-03,2024-01-03,Active,Agency
P00507,C0404,Life,6000000,2023-08-28,2024-08-27,Active,Broker
P00508,C0217,Property,8200000,2023-07-13,2024-07-12,Active,Broker
P00509,C0864,Life,4300000,2023-01-29,2024-01-29,Active,Broker
P00510,C0687,Life,5000000,2024-06-12,2025-06-12,Active,Bancassurance
P00511,C0148,Health,2450000,2022-01-17,2023-01-17,Lapsed,Broker
P00512,C0826,Life,3600000,2023-10-20,2024-10-19,Lapsed,Broker
P00513,C0185,Travel,1900000,2023-10-01,2024-09-30,Lapsed,Direct
P00514,C0394,Property,10050000,2023-04-06,2024-04-05,Active,Bancassurance
P00515,C0592,Life,5950000,2022-01-08,2023-01-08,Lapsed,Bancassurance
P00516,C0591,Travel,900000,2023-07-14,2024-07-13,Active,Agency
P00517,C0378,Health,5400000,2023-12-23,2024-12-22,Active,Direct
P00518,C0146,Property,14600000,2022-03-23,2023-03-23,Expired,Digital
P00519,C0912,Property,9700000,2023-06-20,2024-06-19,Expired,Agency
P00520,C0680,Life,6300000,2024-01-30,2025-01-29,Active,Direct
P00521,C0926,Travel,950000,2022-02-24,2023-02-24,Active,Direct
P00522,C0928,Health,4800000,2023-06-09,2024-06-08,Lapsed,Direct
P00523,C0302,Motor,2950000,2024-03-28,2025-03-28,Active,Bancassurance
P00524,C0768,Health,6150000,2023-09-04,2024-09-03,Active,Direct
P00525,C0593,Motor,1700000,2023-04-30,2024-04-29,Active,Direct
P00526,C0829,Health,5950000,2022-10-26,2023-10-26,Expired,Agency
P00527,C0518,Motor,3200000,2022-05-10,2023-05-10,Active,Digital
P00528,C0282,Motor,1950000,2022-10-15,2023-10-15,Active,Agency
P00529,C0757,Health,5600000,2023-08-29,2024-08-28,Active,Broker
P00530,C0802,Motor,4350000,2022-09-25,2023-09-25,Active,Broker
P00531,C0034,Life,8600000,2024-06-01,2025-06-01,Active,Agency
P00532,C0158,Life,7150000,2024-04-21,2025-04-21,Lapsed,Broker
P00533,C0744,Property,6600000,2023-03-27,2024-03-26,Active,Bancassurance
P00534,C0056,Travel,1600000,2022-12-20,2023-12-20,Active,Agency
P00535,C0488,Health,3000000,2023-02-13,2024-02-13,Active,Broker
P00536,C0723,Travel,850000,2023-12-01,2024-11-30,Lapsed,Broker
P00537,C0446,Motor,2000000,2024-06-10,2025-06-10,Active,Digital
P00538,C0985,Property,8200000,2022-11-20,2023-11-20,Expired,Agency
P00539,C0363,Health,7500000,2023-10-15,2024-10-14,Lapsed,Direct
P00540,C0822,Motor,2650000,2022-10-01,2023-10-01,Active,Digital
P00541,C0692,Travel,1100000,2024-03-02,2025-03-02,Active,Direct
P00542,C0707,Life,6650000,2023-11-25,2024-11-24,Active,Digital
P00543,C0852,Travel,500000,2022-01-09,2023-01-09,Active,Agency
P00544,C0702,Property,5050000,2022-04-17,2023-04-17,Lapsed,Digital
P00545,C0198,Life,8100000,2022-09-15,2023-09-15,Active,Agency
P00546,C0673,Travel,650000,2023-09-01,2024-08-31,Active,Direct
P00547,C0089,Health,6250000,2022-05-03,2023-05-03,Expired,Bancassurance
P00548,C0580,Property,11200000,2023-10-26,2024-10-25,Active,Agency
P00549,C0677,Life,4750000,2023-04-24,2024-04-23,Active,Broker
P00550,C0926,Motor,4200000,2023-12-10,2024-12-09,Active,Digital
P00551,C0796,Life,8450000,2022-10-11,2023-10-11,Active,Broker
P00552,C0265,Property,7650000,2022-03-03,2023-03-03,Active,Bancassurance
P00553,C0625,Property,4750000,2022-07-25,2023-07-25,Lapsed,Bancassurance
P00554,C0788,Property,5200000,2023-07-08,2024-07-07,Lapsed,Bancassurance
P00555,C0733,Travel,1450000,2023-03-29,2024-03-28,Active,Agency
P00556,C0746,Health,2450000,2023-08-09,2024-08-08,Active,Broker
P00557,C0669,Health,7400000,2022-06-02,2023-06-02,Active,Agency
P00558,C0338,Property,6950000,2023-12-18,2024-12-17,Lapsed,Direct
P00559,C0503,Health,5100000,2024-02-29,2025-02-28,Lapsed,Broker
P00560,C0832,Property,13300000,2024-03-10,2025-03-10,Active,Direct
P00561,C0838,Life,3000000,2023-12-07,2024-12-06,Lapsed,Agency
P00562,C0342,Travel,1300000,2023-01-03,2024-01-03,Active,Broker
P00563,C0093,Health,5800000,2023-10-25,2024-10-24,Active,Direct
P00564,C0779,Motor,1800000,2023-04-16,2024-04-15,Active,Bancassurance
P00565,C0677,Life,6900000,2023-01-29,2024-01-29,Active,Digital
P00566,C0706,Property,13850000,2023-10-08,2024-10-07,Active,Broker
P00567,C0753,Health,7300000,2023-03-25,2024-03-24,Active,Bancassurance
P00568,C0608,Health,3150000,2024-01-08,2025-01-07,Active,Broker
P00569,C0659,Property,4700000,2023-07-08,2024-07-07,Active,Broker
P00570,C0461,Travel,1950000,2024-04-11,2025-04-11,Active,Agency
P00571,C0739,Motor,1700000,2024-03-17,2025-03-17,Active,Broker
P00572,C0684,Health,3250000,2023-11-01,2024-10-31,Expired,Broker
P00573,C0239,Travel,700000,2023-08-17,2024-08-16,Active,Agency
P00574,C0483,Life,6400000,2022-01-20,2023-01-20,Expired,Agency
P00575,C0015,Life,7900000,2022-05-14,2023-05-14,Active,Agency
P00576,C0468,Motor,4350000,2022-04-10,2023-04-10,Expired,Bancassurance
P00577,C0109,Travel,600000,2024-04-17,2025-04-17,Active,Broker
P00578,C0065,Travel,1700000,2022-08-14,2023-08-14,Active,Broker
P00579,C0695,Motor,4350000,2024-01-26,2025-01-25,Lapsed,Digital
P00580,C0559,Health,7850000,2023-08-13,2024-08-12,Active,Digital
P00581,C0178,Life,8350000,2023-08-31,2024-08-30,Active,Agency
P00582,C0426,Health,3650000,2024-02-15,2025-02-14,Active,Digital
P00583,C0948,Travel,750000,2022-09-07,2023-09-07,Expired,Agency
P00584,C0648,Life,3700000,2024-05-17,2025-05-17,Expired,Broker
P00585,C0083,Life,3100000,2023-05-14,2024-05-13,Active,Agency
P00586,C0668,Life,9500000,2023-12-25,2024-12-24,Expired,Digital
P00587,C0792,Property,11650000,2024-03-22,2025-03-22,Lapsed,Bancassurance
P00588,C0536,Life,4000000,2022-10-05,2023-10-05,Lapsed,Broker
P00589,C0709,Life,9550000,2023-09-18,2024-09-17,Active,Direct
P00590,C0974,Life,8000000,2023-09-19,2024-09-18,Active,Digital
P00591,C0242,Motor,2950000,2023-07-26,2024-07-25,Active,Agency
P00592,C0371,Travel,1950000,2023-09-26,2024-09-25,Expired,Direct
P00593,C0676,Life,6250000,2023-10-04,2024-10-03,Active,Digital
P00594,C0153,Health,3150000,2024-03-26,2025-03-26,Lapsed,Broker
P00595,C0056,Life,4100000,2022-02-14,2023-02-14,Active,Digital
P00596,C0632,Life,6050000,2022-12-09,2023-12-09,Lapsed,Agency
P00597,C0181,Health,6450000,2023-07-05,2024-07-04,Active,Agency
P00598,C0917,Property,9650000,2022-03-14,2023-03-14,Active,Broker
P00599,C0204,Travel,1350000,2023-03-06,2024-03-05,Active,Bancassurance
P00600,C0243,Health,3950000,2022-04-11,2023-04-11,Lapsed,Bancassurance
P00601,C0483,Property,13800000,2022-03-17,2023-03-17,Expired,Broker
P00602,C0222,Health,7350000,2022-05-29,2023-05-29,Expired,Broker
P00603,C0469,Life,5700000,2022-05-20,2023-05-20,Active,Digital
P00604,C0033,Motor,2200000,2022-05-11,2023-05-11,Expired,Agency
P00605,C0477,Motor,2000000,2024-05-22,2025-05-22,Lapsed,Broker
P00606,C0908,Life,8300000,2022-08-14,2023-08-14,Active,Direct
P00607,C0976,Life,8550000,2023-10-16,2024-10-15,Expired,Bancassurance
P00608,C0236,Travel,1950000,2024-05-25,2025-05-25,Active,Broker
P00609,C0606,Travel,1250000,2022-08-10,2023-08-10,Lapsed,Broker
P00610,C0754,Motor,1550000,2023-03-15,2024-03-14,Active,Bancassurance
P00611,C0914,Motor,3000000,2022-08-16,2023-08-16,Expired,Bancassurance
P00612,C0046,Travel,1850000,2023-03-04,2024-03-03,Active,Broker
P00613,C0404,Travel,550000,2023-06-28,2024-06-27,Lapsed,Agency
P00614,C0572,Property,9450000,2022-03-27,2023-03-27,Active,Broker
P00615,C0245,Life,3950000,2022-10-30,2023-10-30,Active,Agency
P00616,C0721,Property,11350000,2022-06-15,2023-06-15,Lapsed,Direct
P00617,C0475,Travel,550000,2023-04-11,2024-04-10,Active,Broker
P00618,C0642,Life,8550000,2023-01-15,2024-01-15,Lapsed,Agency
P00619,C0341,Health,4300000,2023-12-09,2024-12-08,Expired,Agency
P00620,C0715,Motor,3000000,2022-10-04,2023-10-04,Expired,Direct
P00621,C0702,Travel,1700000,2024-03-17,2025-03-17,Active,Direct
P00622,C0528,Motor,4100000,2022-02-26,2023-02-26,Active,Agency
P00623,C0634,Health,4300000,2023-04-22,2024-04-21,Active,Digital
P00624,C0722,Motor,2100000,2023-07-27,2024-07-26,Active,Direct
P00625,C0245,Life,3950000,2022-12-09,2023-12-09,Expired,Agency
P00626,C0595,Property,12100000,2024-02-10,2025-02-09,Active,Bancassurance
P00627,C0516,Motor,2750000,2022-10-01,2023-10-01,Lapsed,Digital
P00628,C0464,Health,2400000,2022-12-20,2023-12-20,Lapsed,Direct
P00629,C0727,Travel,1750000,2023-04-27,2024-04-26,Expired,Direct
P00630,C0820,Motor,3100000,2023-01-12,2024-01-12,Active,Bancassurance
P00631,C0920,Property,4950000,2023-02-05,2024-02-05,Active,Digital
P00632,C0115,Health,2650000,2022-10-10,2023-10-10,Active,Broker
P00633,C0975,Life,9100000,2023-06-18,2024-06-17,Active,Digital
P00634,C0955,Property,14650000,2023-07-09,2024-07-08,Active,Broker
P00635,C0661,Motor,2950000,2024-01-26,2025-01-25,Active,Digital
P00636,C0822,Life,3450000,2024-06-11,2025-06-11,Active,Direct
P00637,C0672,Motor,2950000,2022-12-18,2023-12-18,Active,Broker
P00638,C0863,Travel,1500000,2023-06-27,2024-06-26,Expired,Broker
P00639,C0920,Property,7350000,2022-05-16,2023-05-16,Active,Bancassurance
P00640,C0995,Motor,2300000,2023-01-16,2024-01-16,Active,Agency
P00641,C0980,Life,5450000,2023-04-12,2024-04-11,Active,Direct
P00642,C0187,Life,8000000,2022-10-20,2023-10-20,Active,Bancassurance
P00643,C0325,Life,4650000,2022-02-12,2023-02-12,Expired,Bancassurance
P00644,C0211,Property,6850000,2022-07-08,2023-07-08,Expired,Agency
P00645,C0382,Motor,4900000,2022-06-01,2023-06-01,Lapsed,Direct
P00646,C0943,Life,6750000,2022-05-05,2023-05-05,Active,Broker
P00647,C0951,Property,12450000,2023-04-15,2024-04-14,Active,Bancassurance
P00648,C1000,Health,7800000,2023-07-14,2024-07-13,Expired,Digital
P00649,C0993,Motor,3150000,2022-10-24,2023-10-24,Expired,Bancassurance
P00650,C0347,Travel,1600000,2023-03-29,2024-03-28,Active,Broker
P00651,C0120,Health,2850000,2023-07-19,2024-07-18,Active,Agency
P00652,C0457,Property,10800000,2022-08-14,2023-08-14,Active,Agency
P00653,C0200,Motor,1700000,2023-10-19,2024-10-18,Expired,Direct
P00654,C0285,Life,8450000,2024-02-25,2025-02-24,Active,Agency
P00655,C0694,Health,5250000,2023-04-02,2024-04-01,Active,Direct
P00656,C0618,Property,6150000,2022-11-22,2023-11-22,Expired,Direct
P00657,C0408,Health,7450000,2023-01-05,2024-01-05,Active,Broker
P00658,C0292,Motor,2850000,2022-01-13,2023-01-13,Active,Digital
P00659,C0575,Motor,4900000,2024-06-14,2025-06-14,Active,Bancassurance
P00660,C0823,Property,12150000,2023-03-02,2024-03-01,Lapsed,Digital
P00661,C0747,Life,8650000,2023-03-11,2024-03-10,Lapsed,Bancassurance
P00662,C0213,Travel,1400000,2022-05-28,2023-05-28,Active,Broker
P00663,C0956,Travel,2000000,2022-03-09,2023-03-09,Expired,Broker
P00664,C0937,Health,2050000,2023-10-17,2024-10-16,Active,Broker
P00665,C0582,Life,6900000,2023-12-29,2024-12-28,Active,Bancassurance
P00666,C0568,Life,8850000,2022-10-24,2023-10-24,Lapsed,Agency
P00667,C0506,Motor,4400000,2022-11-08,2023-11-08,Expired,Broker
P00668,C0158,Life,3200000,2022-01-03,2023-01-03,Active,Digital
P00669,C0915,Property,5350000,2023-11-13,2024-11-12,Active,Broker
P00670,C0661,Life,6450000,2023-12-06,2024-12-05,Active,Agency
P00671,C0994,Health,6600000,2023-05-20,2024-05-19,Active,Direct
P00672,C0447,Motor,3550000,2023-08-03,2024-08-02,Active,Broker
P00673,C0590,Health,4250000,2024-01-21,2025-01-20,Active,Digital
P00674,C0328,Life,7050000,2022-05-30,2023-05-30,Lapsed,Bancassurance
P00675,C0370,Motor,2050000,2022-10-07,2023-10-07,Lapsed,Digital
P00676,C0655,Health,3750000,2023-06-27,2024-06-26,Active,Direct
P00677,C0784,Life,8350000,2022-07-07,2023-07-07,Active,Direct
P00678,C0324,Life,6800000,2024-06-12,2025-06-12,Active,Digital
P00679,C0361,Motor,1850000,2023-08-17,2024-08-16,Active,Agency
P00680,C0798,Life,6650000,2023-01-17,2024-01-17,Lapsed,Broker
P00681,C0105,Motor,4700000,2022-06-16,2023-06-16,Active,Bancassurance
P00682,C0815,Travel,850000,2022-07-12,2023-07-12,Expired,Direct
P00683,C0565,Travel,1750000,2023-12-31,2024-12-30,Active,Broker
P00684,C0839,Property,14100000,2022-04-30,2023-04-30,Active,Agency
P00685,C0372,Property,7850000,2023-12-09,2024-12-08,Active,Broker
P00686,C0177,Travel,1300000,2022-12-17,2023-12-17,Active,Agency
